Faction,Section,Unit,Composition,Points
CODEX: SPACE WOLVES,Detachment Enhancement,Feral Rage,Saga of the Hunter,10
CODEX: SPACE WOLVES,Detachment Enhancement,Swift Hunter,Saga of the Hunter,20
CODEX: SPACE WOLVES,Detachment Enhancement,Wolf Master,Saga of the Hunter,5
CODEX: T'AU EMPIRE,Regular,Breacher Team,10 models,90
CODEX: T'AU EMPIRE,Regular,Broadside Battlesuits,1 model,80
CODEX: T'AU EMPIRE,Regular,Broadside Battlesuits,2 models,170
CODEX: T'AU EMPIRE,Regular,Broadside Battlesuits,3 models,270
CODEX: T'AU EMPIRE,Regular,Cadre Fireblade,1 model,50
CODEX: T'AU EMPIRE,Regular,Commander Farsight,1 model,85
CODEX: T'AU EMPIRE,Regular,Commander in Coldstar Battlesuit,1 model,95
CODEX: T'AU EMPIRE,Regular,Commander in Enforcer Battlesuit,1 model,80
CODEX: T'AU EMPIRE,Regular,Commander Shadowsun,1 model,100
CODEX: T'AU EMPIRE,Regular,Crisis Fireknife Battlesuits,3 models,120
CODEX: T'AU EMPIRE,Regular,Crisis Starscythe Battlesuits,3 models,110
CODEX: T'AU EMPIRE,Regular,Crisis Sunforge Battlesuits,3 models,140
CODEX: T'AU EMPIRE,Regular,Darkstrider,1 model,60
CODEX: T'AU EMPIRE,Regular,Devilfish,1 model,85
CODEX: T'AU EMPIRE,Regular,Ethereal,1 model,50
CODEX: T'AU EMPIRE,Regular,Firesight Team,1 model,60
CODEX: T'AU EMPIRE,Regular,Ghostkeel Battlesuit,1 model,160
CODEX: T'AU EMPIRE,Regular,Hammerhead Gunship,1 model,145
CODEX: T'AU EMPIRE,Regular,Kroot Carnivores,10 models,65
CODEX: T'AU EMPIRE,Regular,Kroot Carnivores,20 models,140
CODEX: T'AU EMPIRE,Regular,Kroot Farstalkers,12 models,85
CODEX: T'AU EMPIRE,Regular,Kroot Flesh Shaper,1 model,45
CODEX: T'AU EMPIRE,Regular,Kroot Hounds,5 models,40
CODEX: T'AU EMPIRE,Regular,Kroot Hounds,10 models,80
CODEX: T'AU EMPIRE,Regular,Kroot Lone-spear,1 model,80
CODEX: T'AU EMPIRE,Regular,Kroot Trail Shaper,1 model,55
CODEX: T'AU EMPIRE,Regular,Kroot War Shaper,1 model,50
CODEX: T'AU EMPIRE,Regular,Krootox Rampagers,3 models,85
CODEX: T'AU EMPIRE,Regular,Krootox Rampagers,6 models,170
CODEX: T'AU EMPIRE,Regular,Krootox Riders,1 model,40
CODEX: T'AU EMPIRE,Regular,Krootox Riders,2 models,60
CODEX: T'AU EMPIRE,Regular,Krootox Riders,3 models,90
CODEX: T'AU EMPIRE,Regular,Pathfinder Team,10 models,90
CODEX: T'AU EMPIRE,Regular,Piranhas,1 model,60
CODEX: T'AU EMPIRE,Regular,Piranhas,2 models,120
CODEX: T'AU EMPIRE,Regular,Piranhas,3 models,180
CODEX: T'AU EMPIRE,Regular,Razorshark Strike Fighter,1 model,170
CODEX: T'AU EMPIRE,Regular,Riptide Battlesuit,1 model,200
CODEX: T'AU EMPIRE,Regular,Sky Ray Gunship,1 model,150
CODEX: T'AU EMPIRE,Regular,Stealth Battlesuits,5 models,100
CODEX: T'AU EMPIRE,Regular,Stormsurge,1 model,360
CODEX: T'AU EMPIRE,Regular,Strike Team,10 models,70
CODEX: T'AU EMPIRE,Regular,Sun Shark Bomber,1 model,160
CODEX: T'AU EMPIRE,Regular,The Twin Lance,2 models,160
CODEX: T'AU EMPIRE,Regular,Tidewall Droneport,1 model,85
CODEX: T'AU EMPIRE,Regular,Tidewall Gunrig,1 model,90
CODEX: T'AU EMPIRE,Regular,Tidewall Shieldline,1 model,85
CODEX: T'AU EMPIRE,Regular,Vespid Stingwings,5 models,65
CODEX: T'AU EMPIRE,Regular,Vespid Stingwings,10 models,130
CODEX: T'AU EMPIRE,Forge World,AX-1-0 Tiger Shark,1 model,315
CODEX: T'AU EMPIRE,Forge World,Manta,1 model,2100
CODEX: T'AU EMPIRE,Forge World,Ta’unarSupremacyArmour,1 model,790
CODEX: T'AU EMPIRE,Forge World,Tiger Shark,1 model,325
CODEX: T'AU EMPIRE,Detachment Enhancement,Admired Leader,Auxiliary Cadre,20
CODEX: T'AU EMPIRE,Detachment Enhancement,Fanatical Convert,Auxiliary Cadre,10
CODEX: T'AU EMPIRE,Detachment Enhancement,Student of Kauyon,Auxiliary Cadre,15
CODEX: T'AU EMPIRE,Detachment Enhancement,Transponder Lock Module,Auxiliary Cadre,25
CODEX: T'AU EMPIRE,Detachment Enhancement,Fusion Blades,Experimental Prototype Cadre,25
CODEX: T'AU EMPIRE,Detachment Enhancement,Plasma Accelerator Rifle,Experimental Prototype Cadre,10
CODEX: T'AU EMPIRE,Detachment Enhancement,Supernova Launcher,Experimental Prototype Cadre,15
CODEX: T'AU EMPIRE,Detachment Enhancement,Thermoneutronic Projector,Experimental Prototype Cadre,20
CODEX: T'AU EMPIRE,Detachment Enhancement,Exemplar of the Kauyon,Kauyon,20
CODEX: T'AU EMPIRE,Detachment Enhancement,Precision of the Patient Hunter,Kauyon,15
CODEX: T'AU EMPIRE,Detachment Enhancement,Solid-image Projection Unit,Kauyon,30
CODEX: T'AU EMPIRE,Detachment Enhancement,"Through Unity, Devastation",Kauyon,40
CODEX: T'AU EMPIRE,Detachment Enhancement,Borthrod Gland,Kroot Hunting Pack,15
CODEX: T'AU EMPIRE,Detachment Enhancement,Kroothawk Flock,Kroot Hunting Pack,10
CODEX: T'AU EMPIRE,Detachment Enhancement,Nomadic Hunter,Kroot Hunting Pack,20
CODEX: T'AU EMPIRE,Detachment Enhancement,Root-carved Weapons,Kroot Hunting Pack,10
CODEX: T'AU EMPIRE,Detachment Enhancement,Coordinated Exploitation,Mont’ka,40
CODEX: T'AU EMPIRE,Detachment Enhancement,Exemplar of the Mont’ka,Mont’ka,10
CODEX: T'AU EMPIRE,Detachment Enhancement,Strategic Conqueror,Mont’ka,15
CODEX: T'AU EMPIRE,Detachment Enhancement,Strike Swiftly,Mont’ka,25
CODEX: T'AU EMPIRE,Detachment Enhancement,Internal GrenadeRacks,Retaliation Cadre,20
CODEX: T'AU EMPIRE,Detachment Enhancement,Prototype Weapon System,Retaliation Cadre,15
CODEX: T'AU EMPIRE,Detachment Enhancement,Puretide Engram Neurochip,Retaliation Cadre,25
CODEX: T'AU EMPIRE,Detachment Enhancement,Starflare Ignition System,Retaliation Cadre,20
CODEX: THOUSAND SONS,Regular,Ahriman,1 model,100
CODEX: THOUSAND SONS,Regular,Chaos Land Raider,1 model,220
CODEX: THOUSAND SONS,Regular,Chaos Predator Annihilator,1 model,130
CODEX: THOUSAND SONS,Regular,Chaos Predator Destructor,1 model,130
CODEX: THOUSAND SONS,Regular,Chaos Rhino,1 model,90
CODEX: THOUSAND SONS,Regular,Chaos Spawn,2 models,65
CODEX: THOUSAND SONS,Regular,Chaos Vindicator,1 model,185
CODEX: THOUSAND SONS,Regular,Daemon Prince of Tzeentch,1 model,180
CODEX: THOUSAND SONS,Regular,Daemon Prince of Tzeentch with Wings,1 model,170
CODEX: THOUSAND SONS,Regular,Defiler,1 model,165
CODEX: THOUSAND SONS,Regular,Exalted Sorcerer,1 model,80
CODEX: THOUSAND SONS,Regular,Exalted Sorcerer on Disc of Tzeentch,1 model,100
CODEX: THOUSAND SONS,Regular,Forgefiend,1 model,130
CODEX: THOUSAND SONS,Regular,Heldrake,1 model,215
CODEX: THOUSAND SONS,Regular,Helbrute,1 model,110
CODEX: THOUSAND SONS,Regular,Infernal Master,1 model,95
CODEX: THOUSAND SONS,Regular,Magnus the Red,1 model,435
CODEX: THOUSAND SONS,Regular,Maulerfiend,1 model,120
CODEX: THOUSAND SONS,Regular,Mutalith Vortex Beast,1 model,170
CODEX: THOUSAND SONS,Regular,Rubric Marines,5 models,100
CODEX: THOUSAND SONS,Regular,Rubric Marines,10 models,190
CODEX: THOUSAND SONS,Regular,Scarab Occult Terminators,5 models,180
CODEX: THOUSAND SONS,Regular,Scarab Occult Terminators,10 models,360
CODEX: THOUSAND SONS,Regular,Sekhetar Robots,2 models,80
CODEX: THOUSAND SONS,Regular,Sekhetar Robots,4 models,160
CODEX: THOUSAND SONS,Regular,Sorcerer,1 model,80
CODEX: THOUSAND SONS,Regular,Sorcerer in Terminator Armour,1 model,85
CODEX: THOUSAND SONS,Regular,Tzaangor Enlightened,3 models,45
CODEX: THOUSAND SONS,Regular,Tzaangor Enlightened,6 models,90
CODEX: THOUSAND SONS,Regular,Tzaangor Enlightened with Fatecaster Greatbows,3 models,55
CODEX: THOUSAND SONS,Regular,Tzaangor Enlightened with Fatecaster Greatbows,6 models,110
CODEX: THOUSAND SONS,Regular,Tzaangor Shaman,1 model,60
CODEX: THOUSAND SONS,Regular,Tzaangors,10 models,70
CODEX: THOUSAND SONS,Regular,Tzaangors,20 models,160
CODEX: THOUSAND SONS,Regular,SCINTILLATING LEGIONS Blue Horrors,10 models,90
CODEX: THOUSAND SONS,Regular,Flamers,3 models,65
CODEX: THOUSAND SONS,Regular,Flamers,6 models,130
CODEX: THOUSAND SONS,Regular,Kairos Fateweaver,1 model,295
CODEX: THOUSAND SONS,Regular,Lord of Change,1 model,285
CODEX: THOUSAND SONS,Regular,Pink Horrors,10 models,115
CODEX: THOUSAND SONS,Regular,Screamers,3 models,80
CODEX: THOUSAND SONS,Regular,Screamers,6 models,160
CODEX: THOUSAND SONS,Detachment Enhancement,Diabolic Savant,Changehost of Deceit,20
CODEX: THOUSAND SONS,Detachment Enhancement,Duplicitous Malediction,Changehost of Deceit,15
CODEX: THOUSAND SONS,Detachment Enhancement,Nethershriek Mind-eater,Changehost of Deceit,10
CODEX: THOUSAND SONS,Detachment Enhancement,Tome of True Names,Changehost of Deceit,20
CODEX: THOUSAND SONS,Detachment Enhancement,Eldritch Vortex of E’taph,Grand Coven,35
CODEX: THOUSAND SONS,Detachment Enhancement,Incandaeum,Grand Coven,15
CODEX: THOUSAND SONS,Detachment Enhancement,Lord of Forbidden Lore,Grand Coven,20
CODEX: THOUSAND SONS,Detachment Enhancement,Umbraleflc Crystal,Grand Coven,20
CODEX: THOUSAND SONS,Detachment Enhancement,Arcane Thralls,Rubricae Phalanx,5
CODEX: THOUSAND SONS,Detachment Enhancement,Lord of the Rubricae,Rubricae Phalanx,15
CODEX: THOUSAND SONS,Detachment Enhancement,Risen Rubricae,Rubricae Phalanx,30
CODEX: THOUSAND SONS,Detachment Enhancement,The Stave Abominus,Rubricae Phalanx,20
CODEX: THOUSAND SONS,Detachment Enhancement,Biomechanical Mutation,Warpforged Cabal,15
CODEX: THOUSAND SONS,Detachment Enhancement,The Perplexing Cloak,Warpforged Cabal,20
CODEX: THOUSAND SONS,Detachment Enhancement,Warp Syphon,Warpforged Cabal,5
CODEX: THOUSAND SONS,Detachment Enhancement,Warp-cursed Runemaster,Warpforged Cabal,10
CODEX: THOUSAND SONS,Detachment Enhancement,Bray Lord,Warpmeld Pact,15
CODEX: THOUSAND SONS,Detachment Enhancement,Diamond of Distortion,Warpmeld Pact,20
CODEX: THOUSAND SONS,Detachment Enhancement,Flowing Flesh,Warpmeld Pact,10
CODEX: THOUSAND SONS,Detachment Enhancement,Warpmeld Dagger,Warpmeld Pact,10
CODEX: THOUSAND SONS,Detachment Enhancement,Arcane Might,Hexwarp Thrallband,20
CODEX: THOUSAND SONS,Detachment Enhancement,Empowered Manifestation,Hexwarp Thrallband,20
CODEX: THOUSAND SONS,Detachment Enhancement,Empyric Onslaught,Hexwarp Thrallband,25
CODEX: THOUSAND SONS,Detachment Enhancement,Noctilith Mantle,Hexwarp Thrallband,15
CODEX: TYRANIDS,Regular,Barbgaunts,5 models,55
CODEX: TYRANIDS,Regular,Barbgaunts,10 models,110
CODEX: TYRANIDS,Regular,Biovores,1 model,50
CODEX: TYRANIDS,Regular,Biovores,2 models,100
CODEX: TYRANIDS,Regular,Biovores,3 models,150
CODEX: TYRANIDS,Regular,Broodlord,1 model,80
CODEX: TYRANIDS,Regular,Carnifexes,1 model,90
CODEX: TYRANIDS,Regular,Carnifexes,2 models,180
CODEX: TYRANIDS,Regular,Deathleaper,1 model,80
CODEX: TYRANIDS,Regular,Exocrine,1 model,140
CODEX: TYRANIDS,Regular,Gargoyles,10 models,85
CODEX: TYRANIDS,Regular,Gargoyles,20 models,170
CODEX: TYRANIDS,Regular,Genestealers,5 models,75
CODEX: TYRANIDS,Regular,Genestealers,10 models,140
CODEX: TYRANIDS,Regular,Harpy,1 model,215
CODEX: TYRANIDS,Regular,Haruspex,1 model,125
CODEX: TYRANIDS,Regular,Hive Crone,1 model,200
CODEX: TYRANIDS,Regular,Hive Guard,3 models,90
CODEX: TYRANIDS,Regular,Hive Guard,6 models,180
CODEX: TYRANIDS,Regular,Hive Tyrant,1 model,195
CODEX: TYRANIDS,Regular,Hormagaunts,10 models,65
CODEX: TYRANIDS,Regular,Hormagaunts,20 models,130
CODEX: TYRANIDS,Regular,Hyperadapted Raveners,5 models,165
CODEX: TYRANIDS,Regular,Lictor,1 model,60
CODEX: TYRANIDS,Regular,Maleceptor,1 model,170
CODEX: TYRANIDS,Regular,Mawloc,1 model,135
CODEX: TYRANIDS,Regular,Mucolid Spores,1 model,30
CODEX: TYRANIDS,Regular,Mucolid Spores,2 models,60
CODEX: TYRANIDS,Regular,Neurogaunts,11 models,45
CODEX: TYRANIDS,Regular,Neurogaunts,22 models,90
CODEX: TYRANIDS,Regular,Neurolictor,1 model,70
CODEX: TYRANIDS,Regular,Neurotyrant,1 model,105
CODEX: TYRANIDS,Regular,Norn Assimilator,1 model,275
CODEX: TYRANIDS,Regular,Norn Emissary,1 model,260
CODEX: TYRANIDS,Regular,Old One Eye,1 model,150
CODEX: TYRANIDS,Regular,Parasite of Mortrex,1 model,80
CODEX: TYRANIDS,Regular,Psychophage,1 model,110
CODEX: TYRANIDS,Regular,Pyrovores,1 model,40
CODEX: TYRANIDS,Regular,Pyrovores,2 models,70
CODEX: TYRANIDS,Regular,Pyrovores,3 models,105
CODEX: TYRANIDS,Regular,Raveners,5 models,125
CODEX: TYRANIDS,Regular,Ripper Swarms,1 model,25
CODEX: TYRANIDS,Regular,Ripper Swarms,2 models,40
CODEX: TYRANIDS,Regular,Ripper Swarms,3 models,50
CODEX: TYRANIDS,Regular,Screamer-Killer,1 model,125
CODEX: TYRANIDS,Regular,Spore MInes,3 models,55
CODEX: TYRANIDS,Regular,Spore MInes,6 models,110
CODEX: TYRANIDS,Regular,Sporocyst,1 model,145
CODEX: TYRANIDS,Regular,Termagants,10 models,60
CODEX: TYRANIDS,Regular,Termagants,20 models,120
CODEX: TYRANIDS,Regular,Tervigon,1 model,160
CODEX: TYRANIDS,Regular,The Swarmlord,1 model,220
CODEX: TYRANIDS,Regular,Toxicrene,1 model,150
CODEX: TYRANIDS,Regular,Trygon,1 model,140
CODEX: TYRANIDS,Regular,Tyranid Prime with Lash Whip,1 model,85
CODEX: TYRANIDS,Regular,Tyranid Warriors with Melee Bio-weapons,3 models,75
CODEX: TYRANIDS,Regular,Tyranid Warriors with Melee Bio-weapons,6 models,150
CODEX: TYRANIDS,Regular,Tyranid Warriors with Ranged Bio-weapons,3 models,65
CODEX: TYRANIDS,Regular,Tyranid Warriors with Ranged Bio-weapons,6 models,130
CODEX: TYRANIDS,Regular,Tyrannocyte,1 model,105
CODEX: TYRANIDS,Regular,Tyrannofex,1 model,200
CODEX: TYRANIDS,Regular,Tyrant Guard,3 models,80
CODEX: TYRANIDS,Regular,Tyrant Guard,6 models,160
CODEX: TYRANIDS,Regular,Venomthropes,3 models,70
CODEX: TYRANIDS,Regular,Venomthropes,6 models,140
CODEX: TYRANIDS,Regular,Von Ryan’s Leapers,3 models,70
CODEX: TYRANIDS,Regular,Von Ryan’s Leapers,6 models,140
CODEX: TYRANIDS,Regular,Winged Hive Tyrant,1 model,170
CODEX: TYRANIDS,Regular,Winged Tyranid Prime,1 model,65
CODEX: TYRANIDS,Regular,Zoanthropes,3 models,100
CODEX: TYRANIDS,Regular,Zoanthropes,6 models,200
CODEX: TYRANIDS,Forge World,Harridan,1 model,610
CODEX: TYRANIDS,Forge World,Hierophant,1 model,810
CODEX: TYRANIDS,Detachment Enhancement,Biophagic Flow,Assimilation Swarm,10
CODEX: TYRANIDS,Detachment Enhancement,Instinctive Defence,Assimilation Swarm,15
CODEX: TYRANIDS,Detachment Enhancement,Parasitic Biomorphology,Assimilation Swarm,25
CODEX: TYRANIDS,Detachment Enhancement,Regenerating Monstrosity,Assimilation Swarm,20
CODEX: TYRANIDS,Detachment Enhancement,Enraged Reserves,Crusher Stampede,20
CODEX: TYRANIDS,Detachment Enhancement,Monstrous Nemesis,Crusher Stampede,25
CODEX: TYRANIDS,Detachment Enhancement,Null Nodules,Crusher Stampede,10
CODEX: TYRANIDS,Detachment Enhancement,Ominous Presence,Crusher Stampede,15
CODEX: TYRANIDS,Detachment Enhancement,Adaptive Biology,Invasion Fleet,25
CODEX: TYRANIDS,Detachment Enhancement,Alien Cunning,Invasion Fleet,30
CODEX: TYRANIDS,Detachment Enhancement,Perfectly Adapted,Invasion Fleet,15
CODEX: TYRANIDS,Detachment Enhancement,Synaptic Linchpin,Invasion Fleet,20
CODEX: TYRANIDS,Detachment Enhancement,Synaptic Strategy,Subterranean Assault,15
CODEX: TYRANIDS,Detachment Enhancement,Tremor Senses,Subterranean Assault,20
CODEX: TYRANIDS,Detachment Enhancement,Trygon Prime,Subterranean Assault,20
CODEX: TYRANIDS,Detachment Enhancement,Vanguard Intellect,Subterranean Assault,15
CODEX: TYRANIDS,Detachment Enhancement,Power of the Hive Mind,Synaptic Nexus,10
CODEX: TYRANIDS,Detachment Enhancement,Psychostatic Disruption,Synaptic Nexus,30
CODEX: TYRANIDS,Detachment Enhancement,Synaptic Control,Synaptic Nexus,20
CODEX: TYRANIDS,Detachment Enhancement,The Dirgeheart of Kharis,Synaptic Nexus,15
CODEX: TYRANIDS,Detachment Enhancement,Adrenalised Onslaught,Unending Swarm,15
CODEX: TYRANIDS,Detachment Enhancement,Naturalised Camouflage,Unending Swarm,30
CODEX: TYRANIDS,Detachment Enhancement,Piercing Talons,Unending Swarm,25
CODEX: TYRANIDS,Detachment Enhancement,Relentless Hunger,Unending Swarm,20
CODEX: TYRANIDS,Detachment Enhancement,Chameleonic,Vanguard Onslaught,15
CODEX: TYRANIDS,Detachment Enhancement,Hunting Grounds,Vanguard Onslaught,20
CODEX: TYRANIDS,Detachment Enhancement,Neuronode,Vanguard Onslaught,20
CODEX: TYRANIDS,Detachment Enhancement,Stalker,Vanguard Onslaught,10
CODEX: TYRANIDS,Detachment Enhancement,Elevated Might,Warrior Bioform Onslaught,30
CODEX: TYRANIDS,Detachment Enhancement,Ocular Adaptation,Warrior Bioform Onslaught,20
CODEX: TYRANIDS,Detachment Enhancement,SensoryAssimilation,Warrior Bioform Onslaught,20
CODEX: TYRANIDS,Detachment Enhancement,Synaptic Tyrant,Warrior Bioform Onslaught,10
CODEX: WORLD EATERS,Regular,Angron,1 model,340
CODEX: WORLD EATERS,Regular,Chaos Land Raider,1 model,220
CODEX: WORLD EATERS,Regular,Chaos Predator Annihilator,1 model,145
CODEX: WORLD EATERS,Regular,Chaos Predator Destructor,1 model,145
CODEX: WORLD EATERS,Regular,Chaos Rhino,1 model,85
CODEX: WORLD EATERS,Regular,Chaos Spawn,2 models,90
CODEX: WORLD EATERS,Regular,Chaos Terminators,5 models,175
CODEX: WORLD EATERS,Regular,Chaos Terminators,10 models,350
CODEX: WORLD EATERS,Regular,Daemon Prince of Khorne,1 model,200
CODEX: WORLD EATERS,Regular,Daemon Prince of Khorne with Wings,1 model,180
CODEX: WORLD EATERS,Regular,Defiler,1 model,180
CODEX: WORLD EATERS,Regular,Eightbound,3 models,135
CODEX: WORLD EATERS,Regular,Eightbound,6 models,270
CODEX: WORLD EATERS,Regular,Exalted Eightbound,3 models,140
CODEX: WORLD EATERS,Regular,Exalted Eightbound,6 models,280
CODEX: WORLD EATERS,Regular,Forgefiend,1 model,165
CODEX: WORLD EATERS,Regular,Goremongers,8 models,75
CODEX: WORLD EATERS,Regular,Helbrute,1 model,120
CODEX: WORLD EATERS,Regular,Heldrake,1 model,200
CODEX: WORLD EATERS,Regular,Jakhals,10 models,65
CODEX: WORLD EATERS,Regular,Jakhals,20 models,140
CODEX: WORLD EATERS,Regular,Khârn the Betrayer,1 model,100
CODEX: WORLD EATERS,Regular,Khorne Berzerkers,10 models,180
CODEX: WORLD EATERS,Regular,Khorne Berzerkers,20 models,360
CODEX: WORLD EATERS,Regular,Khorne Lord of Skulls,1 model,505
CODEX: WORLD EATERS,Regular,Lord Invocatus,1 model,110
CODEX: WORLD EATERS,Regular,Lord on Juggernaut,1 model,105
CODEX: WORLD EATERS,Regular,Master of Executions,1 model,60
CODEX: WORLD EATERS,Regular,Maulerfiend,1 model,150
CODEX: WORLD EATERS,Regular,Slaughterbound,1 model,100
CODEX: WORLD EATERS,Regular,BLOOD LEGIONS Bloodcrushers,3 models,110
CODEX: WORLD EATERS,Regular,BLOOD LEGIONS Bloodcrushers,6 models,220
CODEX: WORLD EATERS,Regular,Bloodletters,10 models,90
CODEX: WORLD EATERS,Regular,Bloodthirster,1 model,305
CODEX: WORLD EATERS,Regular,Flesh Hounds,5 models,75
CODEX: WORLD EATERS,Regular,Flesh Hounds,10 models,150
CODEX: WORLD EATERS,Regular,Skarbrand,1 model,305
CODEX: WORLD EATERS,Detachment Enhancement,Battle-lust,Berzerker Warband,10
CODEX: WORLD EATERS,Detachment Enhancement,Berzerker Glaive,Berzerker Warband,35
CODEX: WORLD EATERS,Detachment Enhancement,Favoured of Khorne,Berzerker Warband,15
CODEX: WORLD EATERS,Detachment Enhancement,Helm of Brazen Ire,Berzerker Warband,30
CODEX: WORLD EATERS,Detachment Enhancement,Brazen Form,Cult of Blood,25
CODEX: WORLD EATERS,Detachment Enhancement,Butcher Lord,Cult of Blood,10
CODEX: WORLD EATERS,Detachment Enhancement,Chosen of the Blood God,Cult of Blood,15
CODEX: WORLD EATERS,Detachment Enhancement,Strategic Slaughter,Cult of Blood,20
CODEX: WORLD EATERS,Detachment Enhancement,Blade of Endless Bloodshed,Khorne Daemonkin,30
CODEX: WORLD EATERS,Detachment Enhancement,Blood-forged Armour,Khorne Daemonkin,20
CODEX: WORLD EATERS,Detachment Enhancement,Disciple of Khorne,Khorne Daemonkin,15
CODEX: WORLD EATERS,Detachment Enhancement,Icon of War,Khorne Daemonkin,25
CODEX: WORLD EATERS,Detachment Enhancement,Frenzied Focus,Possessed Slaughterband,20
CODEX: WORLD EATERS,Detachment Enhancement,Killing Clarity,Possessed Slaughterband,15
CODEX: WORLD EATERS,Detachment Enhancement,Malicious Vigour,Possessed Slaughterband,30
CODEX: WORLD EATERS,Detachment Enhancement,Violent Demise,Possessed Slaughterband,10
CODEX: WORLD EATERS,Detachment Enhancement,Aggressive Deployment,Goretrack Onslaught,20
CODEX: WORLD EATERS,Detachment Enhancement,Infernal Infusion,Goretrack Onslaught,25
CODEX: WORLD EATERS,Detachment Enhancement,Murderous Onslaught,Goretrack Onslaught,5
CODEX: WORLD EATERS,Detachment Enhancement,Unleash Hell,Goretrack Onslaught,10
CODEX: WORLD EATERS,Detachment Enhancement,Archslaughterer,Vessels of Wrath,25
CODEX: WORLD EATERS,Detachment Enhancement,Avenger’s Crown,Vessels of Wrath,15
CODEX: WORLD EATERS,Detachment Enhancement,Gateways to Glory,Vessels of Wrath,10
CODEX: WORLD EATERS,Detachment Enhancement,Vox-diabolus,Vessels of Wrath,20
ADEPTA SORORITAS,Regular,Battle Sanctum,1 model,170
ADEPTA SORORITAS,Regular,Celestian Sacresant Aveline,1 model,45
ADEPTA SORORITAS,Regular,Crusaders,2 models,40
ADEPTA SORORITAS,Regular,Crusaders,4 models,80
ADEPTA SORORITAS,Regular,Death Cult Assassins,2 models,55
ADEPTA SORORITAS,Regular,Death Cult Assassins,4 models,110
ADEPTA SORORITAS,Regular,Repressor,1 model,130
ADEPTUS MECHANICUS,Regular,Secutarii Hoplites,5 models,65
ADEPTUS MECHANICUS,Regular,Secutarii Hoplites,10 models,130
ADEPTUS MECHANICUS,Regular,Secutarii Peltasts,5 models,50
ADEPTUS MECHANICUS,Regular,Secutarii Peltasts,10 models,100
ADEPTUS MECHANICUS,Regular,Servitors,4 models,50
ADEPTUS MECHANICUS,Regular,Terrax-pattern Termite,1 model,200
ADEPTUS MECHANICUS,Regular,X-101,1 model,40
AELDARI,Regular,Amallyn Shadowguide,1 model,75
AELDARI,Regular,Autarch Skyrunner,1 model,90
AELDARI,Regular,Bonesinger,1 model,45
AELDARI,Regular,Cobra,1 model,415
AELDARI,Regular,Corsair Cloud Dancer Band,3 models,105
AELDARI,Regular,Corsair Cloud Dancer Band,4 models,140
AELDARI,Regular,Corsair Cloud Dancer Band,6 models,210
AELDARI,Regular,Corsair Cloud Dancer Band,7 models,245
AELDARI,Regular,Corsair Reaver Band,5 models,125
AELDARI,Regular,Corsair Reaver Band,6 models,150
AELDARI,Regular,Corsair Reaver Band,10 models,250
AELDARI,Regular,Corsair Reaver Band,11 models,275
AELDARI,Regular,Corsair Skyreaver Band,5 models,125
AELDARI,Regular,Corsair Skyreaver Band,6 models,150
AELDARI,Regular,Corsair Skyreaver Band,10 models,250
AELDARI,Regular,Corsair Skyreaver Band,11 models,275
AELDARI,Regular,Firestorm,1 model,115
AELDARI,Regular,Hornet,1 model,100
AELDARI,Regular,Illic Nightspear,1 model,70
AELDARI,Regular,Irillyth,1 model,105
AELDARI,Regular,Karandras,1 model,90
AELDARI,Regular,Lynx,1 model,180
AELDARI,Regular,Nightwing,1 model,150
AELDARI,Regular,Phoenix,1 model,175
AELDARI,Regular,Prince Yriel,1 model,100
AELDARI,Regular,Scorpion,1 model,410
AELDARI,Regular,Skathach Wraithknight,1 model,490
AELDARI,Regular,Shadow Spectres,5 Shadow Spectres,115
AELDARI,Regular,Shadow Spectres,10 Shadow Spectres,230
AELDARI,Regular,Vampire Hunter,1 model,460
AELDARI,Regular,Vampire Raider,1 model,430
AELDARI,Regular,Warp Hunter,1 model,145
AELDARI,Regular,Wasp Assault Walkers,1 model,95
AELDARI,Regular,Webway Gate,2 models,105
AELDARI,Regular,Wraithseer,1 model,160
ASTRA MILITARUM,Regular,Aquila Lander,1 model,120
ASTRA MILITARUM,Regular,Arkurian Stormhammer,1 model,480
ASTRA MILITARUM,Regular,Armageddon-pattern Medusa,1 model,105
ASTRA MILITARUM,Regular,Arvus Lighter,1 model,95
ASTRA MILITARUM,Regular,Atlas Recovery Vehicle,1 model,80
ASTRA MILITARUM,Regular,Carnadon,1 model,160
ASTRA MILITARUM,Regular,Centaur Light Carrier,1 model,40
ASTRA MILITARUM,Regular,Colossus,1 model,160
ASTRA MILITARUM,Regular,Crassus,1 model,180
ASTRA MILITARUM,Regular,Death Korps Grenadier Squad,10 models,110
ASTRA MILITARUM,Regular,Death Rider Commissar,1 model,35
ASTRA MILITARUM,Regular,Dominus Armoured Siege Bombard,1 model,325
ASTRA MILITARUM,Regular,Earthshaker Carriage Battery,1 model,120
ASTRA MILITARUM,Regular,Earthshaker Platform,1 model,110
ASTRA MILITARUM,Regular,Elysian Drop Sentinel,1 model,85
ASTRA MILITARUM,Regular,Elysian Sniper Squad,3 models,65
ASTRA MILITARUM,Regular,Gorgon Heavy Transport,1 model,275
ASTRA MILITARUM,Regular,Griffon Mortar Carrier,1 model,115
ASTRA MILITARUM,Regular,Hades Breaching Drill,1 model,110
ASTRA MILITARUM,Regular,Heavy Mortar Team,1 model,50
ASTRA MILITARUM,Regular,Heavy Quad Launcher Team,1 model,50
ASTRA MILITARUM,Regular,Hydra Platform,1 model,95
